RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2172010,07/08/2017,3:00 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.170537577, -75.588625139)"
2171992,07/08/2017,4:10 p.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,Adelantar en zona prohibida,Calle 40 F Sur Carrera 39,EL DORADO,Urbana,"(6.163941436, -75.588855172)"
2171992,07/08/2017,4:10 p.m.,sábado,BUSETA,PUBLICO,Conductor,Masculino,NO,N/A,HERIDO,Choque,Adelantar en zona prohibida,Calle 40 F Sur Carrera 39,EL DORADO,Urbana,"(6.163941436, -75.588855172)"
2172004,07/08/2017,9:20 a.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Calle 38 A Sur Carrera 46,ALCALA,Urbana,"(6.171457357, -75.591576633)"
2172004,07/08/2017,9:20 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Calle 38 A Sur Carrera 46,ALCALA,Urbana,"(6.171457357, -75.591576633)"
2172024,07/08/2017,8:20 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Calle 50  Sur Carrera 48,LAS VEGAS,Urbana,
2172024,07/08/2017,8:20 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Calle 50  Sur Carrera 48,LAS VEGAS,Urbana,
2171983,07/08/2017,1:30 p.m.,sábado,Sin registro,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Carrera 43 A Calle 36  Sur,ZONA CENTRO,Urbana,"(6.171753325, -75.587727675)"
2171983,07/08/2017,1:30 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Carrera 43 A Calle 36  Sur,ZONA CENTRO,Urbana,"(6.171753325, -75.587727675)"
2171989,07/08/2017,10:20 a.m.,sábado,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Calle 36  Sur Carrera 49,LAS VEGAS,Urbana,
2171989,07/08/2017,10:20 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Calle 36  Sur Carrera 49,LAS VEGAS,Urbana,
2171998,07/08/2017,3:30 p.m.,sábado,CAMION,OFICIAL,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 37  Sur,LAS VEGAS,Urbana,
2171982,07/07/2017,9:20 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Diagonal 31 Transversal 32 D Sur,LAS FLORES,Urbana,"(6.17448507, -75.578695932)"
2171982,07/07/2017,9:20 p.m.,viernes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Diagonal 31 Transversal 32 D Sur,LAS FLORES,Urbana,"(6.17448507, -75.578695932)"
2172003,07/07/2017,7:00 p.m.,viernes,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 48  Sur Carrera 46,LAS CASITAS,Urbana,"(6.166195386, -75.599285489)"
2172001,07/07/2017,3:45 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Transitar entre vehiculos,Diagonal 32 Transversal 35 A Sur,OBRERO,Urbana,"(6.169858515, -75.580973363)"
2172001,07/07/2017,3:45 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Transitar entre vehiculos,Diagonal 32 Transversal 35 A Sur,OBRERO,Urbana,"(6.169858515, -75.580973363)"
2171991,07/07/2017,10:50 p.m.,viernes,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 36  Sur Carrera 39,ZONA CENTRO,Urbana,"(6.169751787, -75.584351131)"
2171991,07/07/2017,10:50 p.m.,viernes,CAMPERO,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 36  Sur Carrera 39,ZONA CENTRO,Urbana,"(6.169751787, -75.584351131)"
2172003,07/07/2017,7:00 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 48  Sur Carrera 46,LAS CASITAS,Urbana,"(6.166195386, -75.599285489)"
2172609,07/07/2017,7:00 a.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Otra,Carrera 37 Calle 39 B Sur,MESA,Urbana,"(6.165482122, -75.585478168)"
2172609,07/07/2017,7:00 a.m.,viernes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Otra,Carrera 37 Calle 39 B Sur,MESA,Urbana,"(6.165482122, -75.585478168)"
2171997,07/07/2017,4:00 p.m.,viernes,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 47 Calle 37  Sur,ALCALA,Urbana,"(6.173027325, -75.591560314)"
2172034,07/07/2017,5:10 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Atropello,Cruzar sin observar,Calle 46  Sur Carrera 46 A,PRIMAVERA,Urbana,"(6.164633401, -75.596689606)"
2172034,07/07/2017,5:10 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Atropello,Exceso de velocidad,Calle 46  Sur Carrera 46 A,PRIMAVERA,Urbana,"(6.164633401, -75.596689606)"
2172015,07/07/2017,12:15 p.m.,viernes,AUTOMOVIL,DIPLOMATICO,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,GLORIETA DE PELDAR,Urbana,"(6.176994311, -75.589841192)"
2172015,07/07/2017,12:15 p.m.,viernes,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 32 B Sur,GLORIETA DE PELDAR,Urbana,"(6.176994311, -75.589841192)"
2171981,07/07/2017,8:10 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 48,EL PORTAL,Urbana,"(6.17412211, -75.593061115)"
2171981,07/07/2017,8:10 p.m.,viernes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 48,EL PORTAL,Urbana,"(6.17412211, -75.593061115)"
2172013,07/07/2017,1:30 p.m.,viernes,CAMPERO,OFICIAL,Conductor,Masculino,NO,N/A,HERIDO,Volcamiento,Exceso de velocidad,Tramo 371 Kilometro  5,VEREDA EL ESCOBERO,Rural,
2172018,07/07/2017,5:45 a.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 33 B Sur Carrera 48,LAS VEGAS,Urbana,"(6.172981087, -75.586076226)"
2172018,07/07/2017,5:45 a.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 33 B Sur Carrera 48,LAS VEGAS,Urbana,"(6.172981087, -75.586076226)"
2172026,07/07/2017,7:30 a.m.,viernes,MICROBUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 48  Sur,LAS VEGAS,Urbana,
2172026,07/07/2017,7:30 a.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 48  Sur,LAS VEGAS,Urbana,
2172008,07/07/2017,2:30 p.m.,viernes,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 24 DD Calle 41  Sur,SAN RAFAEL,Urbana,
2172008,07/07/2017,2:30 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 24 DD Calle 41  Sur,SAN RAFAEL,Urbana,
2171990,07/07/2017,5:26 p.m.,viernes,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 48 Calle 48  Sur,LAS VEGAS,Urbana,"(6.164595282, -75.601380414)"
2171974,07/06/2017,4:10 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 39 E Calle 48 F Sur,LOMA DEL BARRO,Urbana,
2172025,07/06/2017,2:10 p.m.,jueves,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Calle 43  Sur Carrera 48,LAS VEGAS,Urbana,"(6.168592602, -75.597528999)"
2171995,07/06/2017,8:15 p.m.,jueves,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Calle 36 D Sur Carrera 27,VEREDA EL ESCOBERO,Urbana,"(6.162479576, -75.570222573)"
2171995,07/06/2017,8:15 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Calle 36 D Sur Carrera 27,VEREDA EL ESCOBERO,Urbana,"(6.162479576, -75.570222573)"
2171978,07/06/2017,5:30 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 29,MESA,Urbana,"(6.165886877, -75.579550992)"
2171978,07/06/2017,5:30 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 29,MESA,Urbana,"(6.165886877, -75.579550992)"
2171993,07/06/2017,7:00 p.m.,jueves,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Diagonal 40 Transversal 33  Sur,ZONA CENTRO,Urbana,"(6.173507784, -75.585457506)"
2171993,07/06/2017,7:00 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Diagonal 40 Transversal 33  Sur,ZONA CENTRO,Urbana,"(6.173507784, -75.585457506)"
2172014,07/06/2017,11:00 a.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Otra,Calle 38  Sur Carrera 40,ZONA CENTRO,Urbana,"(6.16879573, -75.585889779)"
2172014,07/06/2017,11:00 a.m.,jueves,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Otra,Calle 38  Sur Carrera 40,ZONA CENTRO,Urbana,"(6.16879573, -75.585889779)"
2171996,07/06/2017,5:00 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 32  Sur Carrera 50,LAS VEGAS,Urbana,
2171996,07/06/2017,5:00 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 32  Sur Carrera 50,LAS VEGAS,Urbana,
2172000,07/06/2017,1:10 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2172000,07/06/2017,1:10 p.m.,jueves,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2171999,07/06/2017,7:10 a.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Diagonal 31 B Transversal 32 D Sur,LAS FLORES,Urbana,"(6.174656297, -75.579493887)"
2171999,07/06/2017,7:10 a.m.,jueves,MICROBUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Diagonal 31 B Transversal 32 D Sur,LAS FLORES,Urbana,"(6.174656297, -75.579493887)"
2171969,07/06/2017,2:05 p.m.,jueves,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Carrera 43 A Calle 35  Sur,ZONA CENTRO,Urbana,"(6.172381022, -75.58730875)"
2171969,07/06/2017,2:05 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Carrera 43 A Calle 35  Sur,ZONA CENTRO,Urbana,"(6.172381022, -75.58730875)"
2171974,07/06/2017,4:10 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 39 E Calle 48 F Sur,LOMA DEL BARRO,Urbana,
2172025,07/06/2017,2:10 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Calle 43  Sur Carrera 48,LAS VEGAS,Urbana,"(6.168592602, -75.597528999)"
2171972,07/05/2017,11:00 a.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No respetar prelacion,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2171985,07/05/2017,11:00 a.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,Exceso de velocidad,Tramo 371 Kilometro  4,VEREDA EL ESCOBERO,Rural,
2171956,07/05/2017,10:00 a.m.,miércoles,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,HERIDO,Atropello,Semaforo en rojo,Calle 25 A Sur Carrera 43 A,ZU├æIGA,Urbana,"(6.181689385, -75.582417986)"
2171965,07/05/2017,6:20 a.m.,miércoles,BUSETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 26 B Sur Carrera 42 B,VILLA GRANDE,Urbana,"(6.176911315, -75.58005899)"
2171965,07/05/2017,6:20 a.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 26 B Sur Carrera 42 B,VILLA GRANDE,Urbana,"(6.176911315, -75.58005899)"
2171979,07/05/2017,6:30 a.m.,miércoles,CAMPERO,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Calle 36  Sur Carrera 27,EL CHOCHO,Urbana,"(6.167154903, -75.569336965)"
2171979,07/05/2017,6:30 a.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Calle 36  Sur Carrera 27,EL CHOCHO,Urbana,"(6.167154903, -75.569336965)"
2171994,07/05/2017,8:00 p.m.,miércoles,CAMPERO,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2171971,07/05/2017,11:20 a.m.,miércoles,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Carrera 48 Calle 37  Sur,GLORIETA EXITO,Urbana,"(6.172859211, -75.592769925)"
2171971,07/05/2017,11:20 a.m.,miércoles,MICROBUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Carrera 48 Calle 37  Sur,GLORIETA EXITO,Urbana,"(6.172859211, -75.592769925)"
2171964,07/05/2017,1:33 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 48 C Sur Carrera 43 A,AVENIDA EL POBLADO,Urbana,"(6.162378903, -75.597630589)"
2171964,07/05/2017,1:33 p.m.,miércoles,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 48 C Sur Carrera 43 A,AVENIDA EL POBLADO,Urbana,"(6.162378903, -75.597630589)"
2171955,07/05/2017,9:30 a.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 43  Sur,LAS VEGAS,Urbana,"(6.168335134, -75.597233576)"
2171955,07/05/2017,9:30 a.m.,miércoles,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 43  Sur,LAS VEGAS,Urbana,"(6.168335134, -75.597233576)"
2171955,07/05/2017,9:30 a.m.,miércoles,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 43  Sur,LAS VEGAS,Urbana,"(6.168335134, -75.597233576)"
2171980,07/05/2017,1:55 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 49  Sur Carrera 48,LAS VEGAS,Urbana,"(6.163238618, -75.602507178)"
2171980,07/05/2017,1:55 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 49  Sur Carrera 48,LAS VEGAS,Urbana,"(6.163238618, -75.602507178)"
2171973,07/05/2017,5:40 p.m.,miércoles,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Calle 38  Sur Carrera 48,GLORIETA EXITO,Urbana,
2171973,07/05/2017,5:40 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Calle 38  Sur Carrera 48,GLORIETA EXITO,Urbana,
2171953,07/05/2017,8:55 a.m.,miércoles,CAMION,PUBLICO,Conductor,Masculino,NO,N/A,MUERTO,Choque,Transitar entre vehiculos,Calle 25  Sur Carrera 50,LAS VEGAS,Urbana,
2171953,07/05/2017,8:55 a.m.,miércoles,MOTOCICLETA,OFICIAL,Motociclista,Masculino,NO,N/A,MUERTO,Choque,Transitar entre vehiculos,Calle 25  Sur Carrera 50,LAS VEGAS,Urbana,
2171958,07/05/2017,10:15 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Femenino,NO,N/A,HERIDO,Choque,Transitar entre vehiculos,Calle 30  Sur Carrera 50,LAS VEGAS,Urbana,
2171958,07/05/2017,10:15 p.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,Transitar entre vehiculos,Calle 30  Sur Carrera 50,LAS VEGAS,Urbana,
2171976,07/05/2017,12:50 p.m.,miércoles,MICROBUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 32,MESA,Urbana,"(6.166691719, -75.581185995)"
2171976,07/05/2017,12:50 p.m.,miércoles,MICROBUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 32,MESA,Urbana,"(6.166691719, -75.581185995)"
2171966,07/05/2017,10:50 a.m.,miércoles,BUSETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Carrera 48 Calle 50  Sur,GLORIETA EXITO,Urbana,
2171966,07/05/2017,10:50 a.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Carrera 48 Calle 50  Sur,GLORIETA EXITO,Urbana,
2171994,07/05/2017,8:00 p.m.,miércoles,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2171972,07/05/2017,11:00 a.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No respetar prelacion,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2171952,07/05/2017,6:00 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  15,VEREDA PALMAS,Rural,
2171952,07/05/2017,6:00 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  15,VEREDA PALMAS,Rural,
2171985,07/05/2017,11:00 a.m.,miércoles,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,HERIDO,Choque,Exceso de velocidad,Tramo 371 Kilometro  4,VEREDA EL ESCOBERO,Rural,
2171970,07/04/2017,6:20 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,Desobedecer senales,Calle 39  Sur Carrera 48,LAS VEGAS,Urbana,"(6.17373153, -75.596883967)"
2171975,07/04/2017,10:00 a.m.,martes,MICROBUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Carrera 43 A Calle 35  Sur,ZONA CENTRO,Urbana,"(6.172381022, -75.58730875)"
2171949,07/04/2017,5:45 p.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,HERIDO,Choque,Desobedecer senales,Calle 38  Sur Carrera 35,MESA,Urbana,"(6.167045877, -75.583168417)"
2171968,07/04/2017,12:00 p.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  7,VEREDA PALMAS,Rural,
2171968,07/04/2017,12:00 p.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  7,VEREDA PALMAS,Rural,
2171977,07/04/2017,9:00 a.m.,martes,CAMIONETA,PARTICULAR,Conductor,Femenino,NO,N/A,SOLO DAÑOS,Choque,Transitar entre vehiculos,Carrera 50 Calle 30  Sur,LAS VEGAS,Urbana,
2171977,07/04/2017,9:00 a.m.,martes,MOTOCICLETA,DIPLOMATICO,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Transitar entre vehiculos,Carrera 50 Calle 30  Sur,LAS VEGAS,Urbana,
2171945,07/04/2017,9:00 a.m.,martes,CAMIONETA,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Exceso de velocidad,Carrera 39 D Calle 46 C Sur,ZONA CENTRO,Urbana,"(6.159571238, -75.592156076)"
2171945,07/04/2017,9:00 a.m.,martes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Exceso de velocidad,Carrera 39 D Calle 46 C Sur,ZONA CENTRO,Urbana,"(6.159571238, -75.592156076)"
2171943,07/04/2017,9:00 a.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar en zona prohibida,Calle 36  Sur Carrera 25,EL CHOCHO,Urbana,"(6.167194335, -75.564826277)"
2171943,07/04/2017,9:00 a.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Adelantar en zona prohibida,Calle 36  Sur Carrera 25,EL CHOCHO,Urbana,"(6.167194335, -75.564826277)"
2171951,07/04/2017,8:00 a.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Calle 34 DD Sur Carrera 27 F,ALTO DE MISAEL,Urbana,"(6.1706621, -75.575772717)"
2171951,07/04/2017,8:00 a.m.,martes,BUS,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Poner en marcha un vehiculo sin precauci,Calle 34 DD Sur Carrera 27 F,ALTO DE MISAEL,Urbana,"(6.1706621, -75.575772717)"
2171957,07/04/2017,8:30 a.m.,martes,CAMION,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 49 Calle 36  Sur,LAS VEGAS,Urbana,"(6.176317818, -75.592567242)"
2171957,07/04/2017,8:30 a.m.,martes,CAMIONETA,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 49 Calle 36  Sur,LAS VEGAS,Urbana,"(6.176317818, -75.592567242)"
2171946,07/04/2017,5:45 a.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 36 D Sur Carrera 27 D,VEREDA EL ESCOBERO,Urbana,"(6.164970853, -75.574637268)"
2172525,07/04/2017,7:30 a.m.,martes,CAMPERO,PARTICULAR,Conductor,Sin Registro,NO,N/A,SOLO DAÑOS,Choque,Otra,Calle 39 A Sur Carrera 44 A,ALCALA,Urbana,"(6.16878548, -75.591165251)"
2172525,07/04/2017,7:30 a.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,SOLO DAÑOS,Choque,Otra,Calle 39 A Sur Carrera 44 A,ALCALA,Urbana,"(6.16878548, -75.591165251)"
2171967,07/04/2017,2:30 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Calle 23  Sur Carrera 43 A,ZU├æIGA,Urbana,"(6.182706228, -75.580329956)"
2171967,07/04/2017,2:30 p.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,NO,N/A,HERIDO,Choque,No mantener distancia de seguridad,Calle 23  Sur Carrera 43 A,ZU├æIGA,Urbana,"(6.182706228, -75.580329956)"
