CENSUS	YEAR	DATE	Data	DATE	SITE	BLOCK	FIELD	FIELDNEW	CHECK	AREA	SPTREAT	DEPTH	TUSW	GWFG	WHGO	CAGO	MALL	GADW	GWTE	CITE	UNTE	AMWI	NOPI	NOSH	RIDU	CANV	BUFF	WODU	RUDU	EUWI	UNDU	PBGB	SORA	COOT	COMO	AMBI	BCNH	GBHE	SNEG	GREG	WFIB	SACR	AMAV	BNST	BBPL	KILL	LBCU	GRYE	LEYE	LBDO	SNIP	DUNL	WESA	LESA	PEEP	RUFF	UNSH	RBGU	HEGU	CAGU	GUSP	WATERFWL	LLWADERS	SHOREBDS	AQBIRDS
7	1	11-Feb-94	14.00	407	gunners	1	9	509	0	10.49	rlfld	38.5	0	0	0	0	0	0	0	0	0	0	0	1.143946616	0	0	0	0	0	0	0	0	0	9.914204004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143946616	0	0	11.05815062
8	1	18-Feb-94	14.00	414	gunners	1	9	509	0	10.49	rlfld	38.5	0	0	0	0	0.190657769	0	0	0.052	0	1.811248808	0.857959962	11.63012393	0	0	0	0	0	0	0	0	0	11.53479504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.68064824	0	0	26.21544328
9	1	28-Feb-94	14.00	424	gunners	1	9	509	0	10.49	rlfld	38.5	0	0	0	0	0	2.192564347	0	0	0	0.190657769	0.381315539	8.293612965	0	0	0	0	0	0	0	0.095	0	35.55767398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.05815062	0	0	46.71115348
6	1	27-Jan-94	13.00	392	gunners	1	9	509	0	10.49	rlfld	35.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.960915157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.960915157
7	1	11-Feb-94	14.00	407	gunners	1	4	504	0	9.65	rlfld	35.2	0	0	0	0	0	0	0	0	0	0	2.279792746	2.07253886	0	0	0	0	0	0	0	0	0	8.29015544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.352331606	0	0	12.64248705
4	1	10-Jan-94	13.00	375	gunners	1	9	509	0	10.49	rlfld	34.5	0	0	0	0	0.571973308	0	0	0	0	0	0.571973308	0.190657769	0	0	0	0	0	0	0	0	0	3.050524309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.334604385	0	0	4.385128694
7	1	11-Feb-94	14.00	407	gunners	1	18	518	0	10.1	rlfld	34.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1	18-Feb-94	14.00	414	gunners	1	4	504	0	9.65	rlfld	34.2	0	0	0	0	0.829015544	0	0	0	0	0.829015544	1.865284974	13.67875648	0	0	0	0	0	0	0	0.104	0	14.50777202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.20207254	0	0	31.8134715
5	1	19-Jan-94	13.00	384	gunners	1	9	509	0	10.49	rlfld	33.5	0	0	0	0	1.525262154	0	0.381315539	0	0	0	3.431839847	8.007626311	0	0	0.09533	0	0	0	0	0	0	12.48808389	0	0	0	0	0	0.190657769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.44137274	0.190657769	0	26.12011439
6	1	27-Jan-94	13.00	392	gunners	1	4	504	0	9.65	rlfld	33.2	0	0	0	0	0	0	0	0	0	0	0.207253886	0.103626943	0	0	0	0	0	0	0	0	0	14.71502591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310880829	0	0	15.02590674
6	1	27-Jan-94	13.00	392	gunners	1	18	518	0	10.1	rlfld	32.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.326732673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.326732673
8	1	18-Feb-94	14.00	414	gunners	1	18	518	0	10.1	rlfld	32.3	0	0	0	0	0.198019802	0	0	0	0	0	3.366336634	5.841584158	0	0	0	0	0	0	0	0	0	11.48514851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.405940594	0	0	20.89108911
4	1	10-Jan-94	13.00	375	gunners	1	4	504	0	9.65	rlfld	32.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.64248705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.64248705
3	1	07-Dec-93	12.00	341	gunners	1	4	504	0	9.65	rlfld	32.2	0	0	0.103626943	0	0.932642487	0.207253886	0	0	0	0.207253886	3.10880829	1.761658031	0	0	0	0	0	0	0	0.1036	0	10.56994819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.321243523	0	0	16.99481865
5	1	19-Jan-94	13.00	384	gunners	1	4	504	0	9.65	rlfld	32.2	0	1.243523316	0	0	0.207253886	0	0	0	0	0	2.176165803	0.518134715	0	0	0	0	0	0	0	0	0	19.79274611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14507772	0	0	23.93782383
9	1	28-Feb-94	14.00	424	gunners	1	4	504	0	9.65	rlfld	32.2	0	0	0	0	0.725388601	0	39.58549223	0.311	0	6.113989637	19.17098446	48.08290155	0	0	0	0	0	0	0	0	0	22.38341969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.9896373	0	0	136.373057
9	1	28-Feb-94	14.00	424	gunners	1	18	518	0	10.1	rlfld	31.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19802	0	0	0	0	0	0	15.34653465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198019802	0	0	15.54455446
7	1	11-Feb-94	14.00	407	gunners	1	17	517	0	10.1	rlfld	31.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.782178218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.782178218
1	1	16-Nov-93	11.00	320	gunners	1	4	504	0	9.65	rlfld	31.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.077720207	0	0	0	0	0	0.103626943	0	0	0	0	0	0	0	0	0	0	0.10363	0	0	0	0	0	0	0	0	0	0	0	0.103626943	0.103626943	5.284974093
6	1	27-Jan-94	13.00	392	gunners	1	13	513	0	9	rlfld	31.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.888888889
7	1	11-Feb-94	14.00	407	gunners	1	13	513	0	9	rlfld	31.2	0	0	0	0	0	0	0	0	0	0	1.777777778	11.88888889	0	0	0	0	0	0	0	0	0	4.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13.66666667	0	0	18.22222222
3	1	07-Dec-93	12.00	341	gunners	1	23	523	0	8.04	rmvfld	30.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.487562189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.487562189
3	1	07-Dec-93	12.00	341	gunners	1	9	509	0	10.49	rlfld	30.5	0	0	0	0	0.095328885	1.42993327	0.476644423	0	0	0.381315539	2.955195424	3.622497617	0	0	0	0	0	0	0	0	0	5.338417541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.960915157	0	0	14.2993327
7	1	11-Feb-94	14.00	407	gunners	1	6	506	0	9.89	rlfld	30.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.347826087
3	1	07-Dec-93	12.00	341	gunners	1	6	506	0	9.89	rlfld	30.3	0	0	0	0	0	0	0	0	0	0	0	1.921132457	0	0	0	0	0	0	0	0	0	4.347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.921132457	0	0	6.268958544
4	1	10-Jan-94	13.00	375	gunners	1	18	518	0	10.1	rlfld	30.3	0	0	0	0	0.396039604	0	0	0	0	0	0	0.198019802	0	0	0	0	0	0	0	0	0	6.831683168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594059406	0	0	7.425742574
8	1	18-Feb-94	14.00	414	gunners	1	17	517	0	10.1	rlfld	30.2	0	0	0	0	0	0	0	0	0	0	0.396039604	7.227722772	0	0	0	0	0	0	0	0	0	8.811881188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.623762376	0	0	16.43564356
9	1	28-Feb-94	14.00	424	gunners	1	17	517	0	10.1	rlfld	30.2	0	0	0	0	0	0	0	0	0	0	0	0.297029703	0	0	0	0	0	0	0	0	0	28.41584158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297029703	0	0	28.71287129
9	1	28-Feb-94	14.00	424	gunners	1	13	513	0	9	rlfld	30.2	0	0	0	0	0	0	0.333333333	0	0	0	13.11111111	6.666666667	0	0	0	0	0	0	0	0	0	17.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.11111111	0	0	37.44444444
5	1	19-Jan-94	13.00	384	gunners	1	18	518	0	10.1	rlfld	29.3	0	0	0	0	0	0	0	0	0	0	0.396039604	1.683168317	0	0	0	0	0	0	0	0	0	4.653465347	0	0	0	0	0	0.099009901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.079207921	0.099009901	0	6.831683168
6	1	27-Jan-94	13.00	392	gunners	1	6	506	0	9.89	rlfld	29.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.48129424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.48129424
8	1	18-Feb-94	14.00	414	gunners	1	6	506	0	9.89	rlfld	29.3	0	0	0	0	0	0	0	0	0	0	1.415571284	0.606673407	0	0	0	0	0	0	39	0	0	18.7057634	0	0	0	0	0	0.101112235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96562184	0.101112235	0	24.77249747
6	1	27-Jan-94	13.00	392	gunners	1	17	517	0	10.1	rlfld	29.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	16-Nov-93	11.00	320	gunners	1	13	513	0	9	rlfld	29.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888888889	0	0	0	0	0	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	1
8	1	18-Feb-94	14.00	414	gunners	1	13	513	0	9	rlfld	29.2	0	0	0	0	1.444444444	0	0	0	0	0	11.22222222	3.888888889	0	0	0	0	0	0	0	0	0	6.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.55555556	0	0	22.77777778
4	1	10-Jan-94	13.00	375	gunners	1	13	513	0	9	rlfld	29.2	0	0	0	0	1.333333333	0	0.222222222	0	0	0	26.66666667	4.888888889	0	0	0	0	0	0	0	0	0	3.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.11111111	0	0	36.44444444
1	1	16-Nov-93	11.00	320	gunners	1	23	523	0	8.04	rmvfld	28.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	19-Jan-94	13.00	384	gunners	1	6	506	0	9.89	rlfld	28.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	07-Dec-93	12.00	341	gunners	1	13	513	0	9	rlfld	28.2	0	0	0	0	0.111111111	0	0	0	0	0	0	2.111111111	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.222222222	0	0	2.555555556
5	1	19-Jan-94	13.00	384	gunners	1	13	513	0	9	rlfld	28.2	0	1.888888889	0	0	0	0	0	0	0	0	19.44444444	1.555555556	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.88888889	0	0	27.88888889
3	1	07-Dec-93	12.00	341	gunners	1	18	518	0	10.1	rlfld	27.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.881188119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.881188119
1	1	16-Nov-93	11.00	320	gunners	1	6	506	0	9.89	rlfld	27.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.03033367	0	0.101112235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101112235	0	30.1314459
1	1	16-Nov-93	11.00	320	gunners	1	9	509	0	10.49	rlfld	26.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.20209724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.20209724
9	1	28-Feb-94	14.00	424	gunners	1	19	519	0	13.85	rmvfld	26.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.57400722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0	13.64620939
1	1	16-Nov-93	11.00	320	gunners	1	18	518	0	10.1	rlfld	26.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.425742574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099009901	0	0	0	0	0	0	0	0	0	0.099009901	7.524752475
4	1	10-Jan-94	13.00	375	gunners	1	6	506	0	9.89	rlfld	26.3	0	0	0	0	0.202224469	0	2.42669363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.84125379	0	0	0	0	0	0.202224469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.628918099	0.202224469	0	15.67239636
9	1	28-Feb-94	14.00	424	gunners	1	6	506	0	9.89	rlfld	26.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.17694641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.17694641
4	1	10-Jan-94	13.00	375	gunners	1	17	517	0	10.1	rlfld	26.2	0	0	0.099009901	0	0.198019802	0	0	0	0	0	0	4.653465347	0	0	0	0	0	0	0	0	0	2.277227723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95049505	0	0	7.227722772
5	1	19-Jan-94	13.00	384	gunners	1	17	517	0	10.1	rlfld	26.2	0	0	0	0	0	0	0.396039604	0	0	0	0.198019802	19.00990099	0	0	0	0	0	0	0	0	0	7.623762376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6039604	0	0	27.22772277
7	1	11-Feb-94	14.00	407	gunners	1	19	519	0	13.85	rmvfld	25.5	0	0	0	0	0.722021661	0	0	0	0	0	2.310469314	1.660649819	0	0	0	0	0	0	5	0	0	8.158844765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.054151625	0	0	13.21299639
1	1	16-Nov-93	11.00	320	gunners	1	17	517	0	10.1	rlfld	25.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198019802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198019802
3	1	07-Dec-93	12.00	341	gunners	1	17	517	0	10.1	rlfld	25.2	0	0	0	0.396039604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.188118812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396039604	0	0	1.584158416
8	1	18-Feb-94	14.00	414	gunners	1	19	519	0	13.85	rmvfld	24.5	0	0	0	0	0.288808664	0	0	0	0	0	2.599277978	5.487364621	0	0	0	0	0	0	0	0	0	9.386281588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.375451264	0	0	17.76173285
1	1	16-Nov-93	11.00	320	gunners	1	1	501	0	9.68	rlfld	23.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1	11-Feb-94	14.00	407	gunners	1	3	503	0	9.09	rlfld	23.7	0	0	0	0	0	0	0	0	0	0	0.220022002	0.110011001	0	0	0	0	0	0	0	0	0	3.300330033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330033003	0	0	3.630363036
6	1	27-Jan-94	13.00	392	gunners	1	19	519	0	13.85	rmvfld	23.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.465703971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.465703971
1	1	16-Nov-93	11.00	320	gunners	1	3	503	0	9.09	rlfld	22.7	0	0.110011001	0.110011001	0	0.99009901	0	0	0.22	0	0	0	7.810781078	0	0	0	0	0	0	0	0	0	0.110011001	0	0	0	0	0	0	0	0	0	3.300330033	0	0	0	0.770077008	0	1.650165017	0	0	0	0	0	0	0	0	0	0	0	9.240924092	0	5.720572057	15.07150715
8	1	18-Feb-94	14.00	414	gunners	1	3	503	0	9.09	rlfld	22.7	0	0	0	0	0.220022002	0	0	0	0	0	4.290429043	3.850385039	0	0	0	0	0	0	0	0	0	7.700770077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.360836084	0	0	16.06160616
9	1	28-Feb-94	14.00	424	gunners	1	3	503	0	9.09	rlfld	22.7	0	0	0	0	0.220022002	0.330033003	8.360836084	0.55	0	0	3.410341034	8.470847085	0	0	0	0	0	0	0	0	0	12.43124312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.34213421	0	0	33.77337734
4	1	10-Jan-94	13.00	375	gunners	1	23	523	0	8.04	rmvfld	22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373134328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373134328
1	1	16-Nov-93	11.00	320	gunners	1	14	514	0	9	rlfld	21.7	0	1.666666667	0.111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.777777778	0	0	1.777777778
6	1	27-Jan-94	13.00	392	gunners	1	3	503	0	9.09	rlfld	21.7	0	0	0	0	0	0	0	0	0	0	0	0.330033003	0	0	0	0	0	0	0	0	0	1.870187019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.330033003	0	0	2.200220022
5	1	19-Jan-94	13.00	384	gunners	1	3	503	0	9.09	rlfld	21.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97029703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97029703
3	1	07-Dec-93	12.00	341	gunners	1	3	503	0	9.09	rlfld	21.7	0	0	0	0	0.220022002	0.110011001	0	0	0	0	0	0.660066007	0	0	0	0	0	0	0	0	0	5.170517052	0	0	0	0	0	0	0	0	0	0.550055006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99009901	0	0.550055006	6.710671067
6	1	27-Jan-94	13.00	392	gunners	1	23	523	0	8.04	rmvfld	21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1	11-Feb-94	14.00	407	gunners	1	23	523	0	8.04	rmvfld	21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	07-Dec-93	12.00	341	gunners	1	19	519	0	13.85	rmvfld	21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433212996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505415162	0	0	0	0	0	0	0.938628159
5	1	19-Jan-94	13.00	384	gunners	1	19	519	0	13.85	rmvfld	21.5	0	0	0	0	0.216606498	0	0	0	0	0	0	0.433212996	0	0	0	0	0	0	0	0	0	2.815884477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649819495	0	0	3.465703971
4	1	10-Jan-94	13.00	375	gunners	1	19	519	0	13.85	rmvfld	21.5	0	0	0	0	0.36101083	0	0.577617329	0	0	0.216606498	0.577617329	8.086642599	0	0	0	0	0	0	0	0	0	0.433212996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216606498	0.0722	0	0	9.819494585	0	0	10.54151625
4	1	10-Jan-94	13.00	375	gunners	1	3	503	0	9.09	rlfld	20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98019802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98019802
5	1	19-Jan-94	13.00	384	gunners	1	23	523	0	8.04	rmvfld	20.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124378109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124378109	0	0.124378109
8	1	18-Feb-94	14.00	414	gunners	1	23	523	0	8.04	rmvfld	18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	1	11-Feb-94	14.00	407	gunners	1	14	514	0	9	rlfld	17.7	0	0	0	0	0	0	0	0	0	0	0.888888889	0.666666667	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222	0	0	0	3.777777778	0	0	4
6	1	27-Jan-94	13.00	392	gunners	1	14	514	0	9	rlfld	17.7	0	12.55555556	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.88888889	0	0	12.88888889
9	1	28-Feb-94	14.00	424	gunners	1	14	514	0	9	rlfld	17.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111	0	0	0	0	0	0	0	0	1.888888889	0	0	0	13.33333333	0	0	0	0	0	0	0	0	0	0	0.111111111	15.22222222	15.33333333
9	1	28-Feb-94	14.00	424	gunners	1	23	523	0	8.04	rmvfld	17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124378109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124378109	0	0.124378109
5	1	19-Jan-94	13.00	384	gunners	1	1	501	0	9.68	rlfld	16.9	0	0	0	0	0	0	0.929752066	0	0	0	0.41322314	0.929752066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.272727273	0	0	2.272727273
3	1	07-Dec-93	12.00	341	gunners	1	1	501	0	9.68	rlfld	15.9	0	0	0.103305785	0	0	0	0	0	0	0	0	1.033057851	0	0	0	0	0	0	0	0	0	2.169421488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136363636	0	0	3.305785124
3	1	07-Dec-93	12.00	341	gunners	1	14	514	0	9	rlfld	15.7	0	11	0	0	3.444444444	0	0.333333333	0	0	0	0	13.22222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28
8	1	18-Feb-94	14.00	414	gunners	1	14	514	0	9	rlfld	15.7	0	4.111111111	0	0	2.777777778	0	0	0	0	0.666666667	49.44444444	24.55555556	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.55555556	0	0	82.22222222
4	1	10-Jan-94	13.00	375	gunners	1	14	514	0	9	rlfld	15.7	0	56.66666667	0.222222222	0	1.888888889	0	0.222222222	0	0	0	1.555555556	43.44444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	104
